Он авоил ҳатто дар Петругроду Маскав ҳозир буданд хатти сирилликро ба қурбонгоҳи кумунисм бибаранд ва забони русӣ ҳам ба хатти лотин нибишта шавад ба монанди забонҳои исломвии дигари чекию лаҳистонӣ	آن اوائل حتی در پتروگراد و مسکو حاضر بودند خط سیریلیک‌را به قربانگاه کمونیسم ببَرند و زبان روسی هم به خط لاتین نبشته شود؛ به مانند زبان‌های اسلاوی دیگرِ چکی و لهستانی
Ҳаяҷони инқилобӣ шӯру шавқи миллиро кушта буд	هیجان انقلابی شور و شوق ملی‌را کشته بود
Ҳадаф дастрасӣ ба як алифбо ва дар ниҳоят як забони воҳид дар миёни милале буд ки инқилоби ранҷбарон-ро таҷруба кардаанд	هدف دسترسی به یک الفبا و در نهایت یک زبان واحد در میان مللی بود که انقلاب رنجبران‌را تجربه کرده‌اند
Ба гунае ки дар матбӯъоти он рӯзгор расмулхатти лотиниро алифбои Уктурб меномиданд	به گونه‌ای که در مطبوعات آن روزگار رسمالخط لاتینی‌را الفبای اکتبر می‌نامیدند
Аммо рафта-рафта ин нукта барҷаста шуд ки мушкили ъақидатии Иттиҳоди Шӯравӣ ъумдатан бо милали мусалмону ғайримасеҳист	اما رفته‌رفته این نکته برجسته شد که مشکل عقیدتی اتحاد شوروی عمدتاً با ملل مسلمان و غیرمسیحی است
Дар натиҷа танҳо домани алифбои ъарабӣ аз Иттиҳоди Шӯравӣ барчида шуд	در نتیجه تنها دامن الفبای عربی از اتحاد شوروی برچیده شد
Гурҷиҳову арманиҳо ки алифбои куҳани худро доранд даргири ин моҷаро нашуданд Чун ғолибан масеҳӣ буданд	گرجی‌ها و ارمنی‌ها که الفباهای کهن خود‌را دارند درگیر این ماجرا نشدند چون غالباً مسیحی بودند
Аммо алифбои озариҳо туркманҳо тоторҳо тоҷикҳо узбакҳо қирқизҳову қазоқҳо ва ҳамаи ақвоми кӯчактари мусалмон ҳатман бояд ъиваз мешуд чун бахши аъзами ин мардумон мусалмон буданд ва расмулхатти пешинашон ъарабӣ буд	اما الفبای آذری‌ها ترکمن‌ها تاتارها تاجیک‌ها ازبک‌ها قرقیزها و قزاق‌ها و همۀ اقوام کوچکتر مسلمان حتماً باید عوض می‌شد چون بخش اعظم این مردمان مسلمان بودند و رسم‌الخط پیشینشان عربی بود
Тағйири алифбо дар Иттиҳоди Шӯравӣ батамом ангезаи сиёсию ъақидатӣ дошт	تغییر الفبا در اتحاد شوروی بتمام انگیزۀ سیاسی و عقیدتی داشت
Баҳои газофи ҳамзабонӣ	بهای گزاف هم‌زبانی
Тақрибан ҳамзамон бо Ъаҳдномаи Гулистон ҳукумати тезории Русия Паймони Бухорестро ҳам имзо карда буд бо импротурии Ъусмонӣ дар соли Дар натиҷа Мулдовӣ бахше аз импротурии Русия шуд ва баъд аз пирӯзии булшевиҳо – бахше аз Иттиҳоди Шӯравӣ	تقریباً همزمان با عهدنامۀ گلستان حکومت تزاری روسیه پیمان بخارِست‌را هم امضا کرده بود با امپراتوری عثمانی در سال در نتیجه مُلداوی بخشی از امپراتوری روسیه شد و بعد از پیروزی بُلشویک‌ها بخشی از اتحاد شوروی
Тафовути Мулдовӣ бо соири бахшҳои Шӯравӣ ин буд ки дар берун аз марзҳои Шӯравӣ ҳамсояе дошт ҳамзабону ҳамтабор	تفاوت مُلداوی با سایر بخش‌های شوروی این بود که در بیرون از مرزهای شوروی همسایه‌ای داشت هم‌زبان و هم‌تبار
Забони миллии мардуми Мулдовӣ румониёӣ аст	زبان ملی مردم ملداوی رومانیایی است
Аммо дар даврони ишғоли Шӯравӣ номи забони миллии ин кишвар табдил ба мулдовиёӣ шуд ва хатти он ҳам баъд тағйир кард	اما در دوران اشغال شوروی نام زبان ملی این کشور تبدیل به مُلداویایی شد و خط آن هم بعد تغییر کرد
